Num,y
350988,11122.8154297
350989,84749.203125
350990,2398.421875
350991,13438.0683594
350992,320028.75
350993,66945.7109375
350994,426982.28125
350995,110903.179688
350996,83916.5390625
350997,35360.65625
350998,654.423950195
350999,12609.9580078
351000,131082.34375
351001,519724.84375
351002,220235.4375
351003,12230.7783203
351004,17388.9453125
351005,70.8349456787
351006,12998.0830078
351007,1504.82531738
351008,75951.609375
351009,62425.1640625
351010,9523.35546875
351011,1315.55285645
351012,984.467224121
351013,51067.2304688
351014,472132.34375
351015,30119.21875
351016,1751.41345215
351017,16396.5800781
351018,177.346557617
351019,174.373321533
351020,86084.1171875
351021,108829.203125
351022,83479.671875
351023,140884.1875
351024,262336.4375
351025,10114.6699219
351026,5034.20361328
351027,9792.71875
351028,1776.6138916
351029,2182.39257812
351030,44992.484375
351031,10272.6289062
351032,440973.9375
351033,2147.28833008
351034,252.405685425
351035,378.490325928
351036,44.9651031494
351037,281.205383301
351038,1050.61340332
351039,947.173034668
351040,51313.375
351041,7833.88916016
351042,827.577209473
351043,2050.14916992
351044,956.020507812
351045,406.338867188
351046,1460.5982666
351047,15854.7597656
351048,763043.375
351049,340953.125
351050,848564.25
351051,224739.390625
351052,16708.7636719
351053,9439.703125
351054,1059.55187988
351055,17210.1660156
351056,22281.8515625
351057,34600.328125
351058,107841.851562
351059,79899.375
351060,128265.429688
351061,211.01802063
351062,11035.734375
351063,14976.3828125
351064,48.2688407898
351065,117.484397888
351066,486.813812256
351067,108.563591003
351068,88643.6875
351069,495132.03125
351070,132146.421875
351071,417783.1875
351072,13779.0429688
351073,1068.31005859
351074,22597.6503906
351075,87656.4140625
351076,40.2457313538
351077,29.6711139679
351078,107.251335144
351079,169.467010498
351080,3165.26513672
351081,30641.9316406
351082,13118.9238281
351083,412682.28125
351084,421032.90625
351085,122118.25
351086,12590.6230469
351087,307.916534424
351088,2447.26000977
351089,145805.65625
351090,49246.46875
351091,2042.21350098
351092,1846.91601562
351093,22329.2714844
351094,212894.234375
351095,22759.2890625
351096,104126.273438
351097,83597.90625
351098,81344.46875
351099,81009.3828125
351100,1956.46984863
351101,1355.94726562
351102,91331.765625
351103,86842.78125
351104,389414.71875
351105,418277.25
351106,2019.80212402
351107,120669.90625
351108,74733.453125
351109,934.479125977
351110,16769.2441406
351111,7567.3828125
351112,117566.203125
351113,6047.37890625
351114,18421.6601562
351115,54792.484375
351116,347589.34375
351117,152522.078125
351118,7572.296875
351119,17102.6015625
351120,10211.0683594
351121,1760.96643066
351122,39685.2421875
351123,1614.24511719
351124,137.823776245
351125,16472.0957031
351126,3916.13208008
351127,12887.2597656
351128,3855.95751953
351129,89136.0703125
351130,175817.671875
351131,864620.9375
351132,91416.859375
351133,21591.40625
351134,22928.9804688
351135,550.462219238
351136,38745.8398438
351137,194.979476929
351138,228.406356812
351139,2300485.75
351140,331377.40625
351141,6074.49462891
351142,1058929.375
351143,16879.3300781
351144,30593.109375
351145,13122.0869141
351146,1236.4519043
351147,37636.3164062
351148,1711.98730469
351149,1487.74487305
351150,13183.8046875
351151,161200.78125
351152,4596.74267578
351153,114946.546875
351154,11763.9677734
351155,6831.109375
351156,142103.984375
351157,10660.078125
351158,275562.375
351159,116073.585938
351160,116146.15625
351161,82701.6640625
351162,1000.56329346
351163,13263.3398438
351164,12325.4296875
351165,63999.625
351166,6786.03759766
351167,32670.0390625
351168,61957.7109375
351169,109013.804688
351170,110687.890625
351171,15402.6357422
351172,2320.65991211
351173,65878.390625
351174,26987.109375
351175,6232.97412109
351176,73922.34375
351177,80775.2734375
351178,122374.0
351179,8486.27148438
351180,254.247146606
351181,2748.3425293
351182,4174.86035156
351183,10709.0732422
351184,24338.9589844
351185,2325.83251953
351186,6045.49560547
351187,12066.8916016
351188,4448.82763672
351189,4143.95117188
351190,58625.9765625
351191,185649.953125
351192,22046.5898438
351193,918808.8125
351194,181238.265625
351195,24832.0058594
351196,139841.0625
351197,1080.16186523
351198,122551.414062
351199,1900376.125
351200,19195.703125
351201,487636.59375
351202,403268.8125
351203,419212.8125
351204,795617.4375
351205,104378.304688
351206,108714.875
351207,1840.51806641
351208,4941.28857422
351209,131.860015869
351210,11243.6484375
351211,97416.40625
351212,3245.41235352
351213,26794.5253906
351214,374030.3125
351215,87897.25
351216,441690.46875
351217,136068.265625
351218,91818.5703125
351219,52142.7890625
351220,741.459472656
351221,13658.7197266
351222,204386.625
351223,519900.78125
351224,273354.90625
351225,12052.1318359
351226,21120.1484375
351227,98751.40625
351228,12346.3398438
351229,114480.976562
351230,1397.03918457
351231,89643.765625
351232,11364.1933594
351233,3531.22851562
351234,1300.77868652
351235,122161.195312
351236,519930.09375
351237,66289.8671875
351238,3417.12353516
351239,25130.9023438
351240,98.8106155396
351241,6948.75292969
351242,110991.203125
351243,108377.859375
351244,177062.375
351245,303917.9375
351246,11037.3505859
351247,5698.77001953
351248,10276.4833984
351249,1945.19812012
351250,3016.81591797
351251,63287.4140625
351252,10336.5097656
351253,460552.0
351254,18573.8691406
351255,882575.375
351256,413.854248047
351257,1069.61328125
351258,1089.5958252
351259,76773.1640625
351260,9153.76074219
351261,890.26965332
351262,2962.79614258
351263,1044.72497559
351264,499.503601074
351265,1608.90002441
351266,2052.9699707
351267,775504.75
351268,384219.625
351269,21958.2832031
351270,309508.84375
351271,19496.0585938
351272,10297.9550781
351273,1189.26000977
351274,18673.3574219
351275,30137.7050781
351276,78047.71875
351277,139661.21875
351278,96129.0234375
351279,107.322395325
351280,155858.140625
351281,14953.3066406
351282,11388.4482422
351283,61.928730011
351284,303.599517822
351285,15609.7099609
351286,627.233947754
351287,156.20274353
351288,114296.578125
351289,520059.40625
351290,168010.171875
351291,439032.75
351292,20216.7089844
351293,1153.31420898
351294,25617.5683594
351295,423197.40625
351296,104668.757812
351297,151980.140625
351298,436168.46875
351299,228.595901489
351300,75.3968582153
351301,191.992416382
351302,243.852035522
351303,5476.25634766
351304,36835.78125
351305,12686.4541016
351306,14239.4560547
351307,375.450042725
351308,3774.73608398
351309,129225.695312
351310,68600.3671875
351311,2152.42773438
351312,2080.00683594
351313,30620.8359375
351314,315950.21875
351315,32341.3007812
351316,110021.304688
351317,78251.7421875
351318,114305.984375
351319,117649.898438
351320,2676.25292969
351321,1404.1418457
351322,95934.2109375
351323,119040.171875
351324,491376.28125
351325,477212.25
351326,2401.71386719
351327,106085.976562
351328,89707.390625
351329,1014.76794434
351330,25979.7050781
351331,9681.50488281
351332,90108.5546875
351333,8391.37792969
351334,20887.6308594
351335,54093.9375
351336,362967.0625
351337,179577.828125
351338,8774.22753906
351339,23937.7109375
351340,10590.3037109
351341,2934.69042969
351342,50685.7226562
351343,919.258422852
351344,146.997772217
351345,9598.58300781
351346,5507.37011719
351347,18053.4648438
351348,4610.14160156
351349,83611.453125
351350,197286.984375
351351,854869.5625
351352,105147.835938
351353,29388.2324219
351354,26082.3007812
351355,452.02633667
351356,51494.6289062
351357,153.955062866
351358,358.074523926
351359,2660666.0
351360,370094.15625
351361,8891.50683594
351362,1173754.5
351363,22914.3417969
351364,54759.0976562
351365,16889.7753906
351366,980.161437988
351367,50520.0898438
351368,2677.21801758
351369,1247.69128418
351370,13566.1142578
351371,142130.328125
351372,6088.63134766
351373,104079.65625
351374,24001.3007812
351375,12270.4824219
351376,116775.164062
351377,20700.96875
351378,356719.375
351379,116311.375
351380,132346.109375
351381,109652.304688
351382,1638.11755371
351383,15400.0712891
351384,13004.9921875
351385,84198.1328125
351386,7739.6796875
351387,54761.9453125
351388,72656.9609375
351389,112063.8125
351390,119959.335938
351391,22774.0
351392,472.078918457
351393,103071.09375
351394,38046.5820312
351395,6317.20703125
351396,102877.460938
351397,112131.226562
351398,128051.007812
351399,11079.6474609
351400,169.176010132
351401,3480.7980957
351402,10996.2333984
351403,14353.4726562
351404,34686.0273438
351405,2344.15600586
351406,8316.37011719
351407,15096.5556641
351408,6222.55712891
351409,5745.64550781
351410,93931.8828125
351411,276395.53125
351412,27003.7226562
351413,1122182.625
351414,306791.09375
351415,28798.8574219
351416,132287.28125
351417,1152.58276367
351418,131333.953125
351419,2429805.75
351420,32687.3691406
351421,664937.5625
351422,501935.34375
351423,576393.1875
351424,981266.25
351425,130279.125
351426,129017.5
351427,2767.59863281
351428,3249.47998047
351429,187.709136963
351430,11027.25
351431,110715.390625
351432,3717.81445312
351433,45336.6757812
351434,468192.3125
351435,122917.484375
351436,575316.9375
351437,221505.984375
351438,106020.148438
351439,63419.9921875
351440,965.916503906
351441,18241.9570312
351442,202348.0
351443,686511.6875
351444,287143.125
351445,15306.0351562
351446,32703.5410156
351447,109086.398438
351448,17777.5488281
351449,132422.859375
351450,2494.20263672
351451,84797.296875
351452,12498.6777344
351453,2840.60522461
351454,1068.70471191
351455,118205.359375
351456,633860.125
351457,96740.3828125
351458,2785.92431641
351459,34840.4960938
351460,230.270355225
351461,12457.9052734
351462,164246.796875
351463,128438.570312
351464,227343.40625
351465,367965.09375
351466,13978.1914062
351467,8224.56738281
351468,17727.0664062
351469,2013.84155273
351470,2962.43994141
351471,73684.8515625
351472,13986.3535156
351473,623999.0
351474,30347.2324219
351475,1175351.0
351476,531.489929199
351477,1702.32702637
351478,1134.69580078
351479,93756.453125
351480,10176.1455078
351481,878.004760742
351482,4165.39941406
351483,1845.09765625
351484,827.914672852
351485,1766.14416504
351486,2953.27832031
351487,726058.5
351488,470906.65625
351489,27429.7304688
351490,395740.84375
351491,26732.6855469
351492,18990.3808594
351493,1408.86791992
351494,29640.5800781
351495,53679.0039062
351496,106075.242188
351497,153041.96875
351498,79222.5
351499,74.7175216675
351500,240137.703125
351501,16230.3017578
351502,17573.6171875
351503,127.886520386
351504,294.419403076
351505,18224.046875
351506,520.242004395
351507,60.5780944824
351508,117697.960938
351509,686185.6875
351510,248084.078125
351511,623227.6875
351512,29387.7324219
351513,1607.71374512
351514,32009.9648438
351515,579807.1875
351516,78440.3984375
351517,187321.203125
351518,529621.875
351519,211.182128906
351520,94.3714981079
351521,194.706314087
351522,275.261871338
351523,6501.22509766
351524,50000.0390625
351525,22055.78125
351526,19717.8535156
351527,348.647979736
351528,5704.59716797
